# v_cm v_tan, v_rad n_tot x_cm y_cm z_cm
398.497986 27.797520 -31.274452 10177.000000 -117.396286 216.149109 41.959984
197.057205 123.835037 -258.734955 13390.000000 81.551163 -145.091629 313.611908
1059.351196 436.263794 -7.912941 8567.000000 240.467102 -446.160156 138.781921
278.447601 180.997375 -183.210663 8023.000000 -79.965889 115.157578 -4.922334
304.342133 83.715942 -91.875107 12854.000000 -490.392212 454.551819 -92.863174
600.082336 121.782837 -68.223511 8353.000000 101.243423 90.488777 -388.159912
181.631088 63.468803 -100.083153 9020.000000 118.652397 -266.313171 -397.123779
501.750946 39.546452 -106.534012 8670.000000 56.876572 406.292847 -425.491821
550.438843 69.273247 -34.468468 6772.000000 270.393860 -382.477600 49.784161
467.366486 141.322739 -197.890015 18749.000000 -361.655975 -479.030151 -228.958740
369.115662 114.607040 -134.304047 15618.000000 320.239777 55.111603 -455.624817
1107.070190 45.728115 -111.012711 7382.000000 349.731750 -334.748596 -246.673691
425.322510 16.633692 -22.897758 11264.000000 145.123001 14.634659 -394.788849
392.003235 96.838036 -9.352066 8356.000000 -175.852844 -159.979797 373.541870
571.283264 136.676666 -162.673264 9961.000000 454.119019 95.744637 -324.129028
566.310730 100.089783 -160.939728 7273.000000 -69.616959 89.143883 -326.259735
470.876831 189.972977 -66.296104 8207.000000 -172.892181 222.382385 -321.398254
584.970642 100.390144 -14.087181 8767.000000 -296.810211 412.532532 -315.140839
354.168915 219.622009 -117.508041 8619.000000 -246.078354 358.051514 -222.950531
658.630859 81.076042 -141.300262 7353.000000 -229.504684 -109.944313 -15.014031
285.708618 36.123081 -105.259407 9573.000000 317.459106 67.407745 -305.157166
266.079926 65.391983 -16.662384 6534.000000 344.883545 106.250313 -411.404968
370.993164 102.969559 -146.486420 9187.000000 360.252686 220.982452 64.421799
433.688995 22.588800 -32.219666 7787.000000 -413.018433 -336.265045 -319.116150
710.107483 29.070932 -58.815571 8014.000000 -365.207336 -275.442871 309.229950
377.754578 130.479568 -104.305725 7904.000000 -397.326721 -245.412384 -23.620823
506.408813 67.293549 -9.692646 7008.000000 -457.912292 247.428802 379.060974
419.354553 64.714455 -85.954163 7727.000000 321.072144 -269.668152 166.430679
610.933228 16.770277 -228.908844 7977.000000 -213.688477 26.450815 454.210022
598.500488 303.300476 -314.322998 8298.000000 207.306976 -229.706451 -195.279907
544.975342 72.325569 -144.936996 7558.000000 332.814514 -283.610229 146.141922
227.898102 243.747467 -25.813072 11005.000000 -44.470547 -117.702301 -366.790100
348.970001 147.367294 -11.303627 6145.000000 419.135223 489.177734 442.086121
814.582764 81.955353 -75.122543 14307.000000 -334.486267 442.753540 -358.789551
348.524658 76.029343 -105.336639 9853.000000 -155.037643 -333.993164 2.695876
334.691589 135.458206 -143.705154 7295.000000 -216.735931 -365.570587 -231.500580
377.764160 23.655403 -149.858353 8727.000000 -303.920197 -118.835129 136.777771
234.086319 112.631378 -128.220078 8808.000000 376.610657 -464.243347 -85.365242
917.539551 55.987442 -84.255859 9170.000000 -121.194305 -203.301651 -125.908340
442.191071 109.564568 -187.574387 14036.000000 -397.732483 -174.470276 -173.838989
453.167450 42.223640 -39.356194 9657.000000 46.946480 -380.439728 -171.180069
769.736877 196.313065 -34.637016 6640.000000 495.117828 -198.672760 380.494324
767.397949 185.930939 -159.074493 11161.000000 280.092194 319.406342 10.902678
452.290527 23.939285 -9.267464 6797.000000 -250.464691 -235.247925 177.937256
606.293274 223.181015 -54.041000 8704.000000 199.482758 -150.972839 377.117218
724.873230 93.206520 -90.556976 7604.000000 27.802284 -432.614899 55.319637
328.823853 97.609276 -115.972748 13970.000000 -398.066101 -397.052429 88.569794
514.421936 103.013481 -130.981552 8160.000000 -47.366955 188.115295 348.269714
473.501648 167.103897 -77.599884 11218.000000 22.558750 113.698326 259.807007
177.021606 159.682755 -120.274742 11628.000000 276.951721 -181.399857 -328.046387
517.577576 88.269119 -204.352844 9527.000000 82.078720 -281.529968 497.564636
344.282013 176.085129 -15.416681 11645.000000 410.562897 -74.027664 -442.136108
376.924683 37.452366 -37.326828 7388.000000 225.092010 493.745819 127.459106
242.132111 47.762615 -112.899658 9887.000000 283.091858 -466.815826 -455.167236
612.350769 181.308044 -141.722046 14065.000000 -494.985016 -493.149719 262.835419
564.216980 32.944958 -36.046280 10976.000000 -258.380280 302.649689 -124.841278
457.447662 75.989922 -171.183533 8647.000000 42.829067 21.495033 421.515839
454.044189 41.591908 -116.698158 10753.000000 284.337830 48.139217 -88.000626
1312.825562 56.900082 -52.478622 13554.000000 -147.015549 -28.135784 -176.758118
251.250076 222.548248 -57.207783 10784.000000 -295.061890 -76.148071 381.549408
394.839020 119.540054 -20.979349 7934.000000 397.871307 212.146820 -109.375870
490.963837 118.607323 -52.056477 6613.000000 59.013668 -400.486176 265.984283
445.516052 34.138504 -148.137772 6738.000000 -62.927185 -439.894043 80.213135
900.969421 72.382904 -109.023285 7220.000000 -162.922852 381.534119 -129.620224
641.408997 156.696335 -97.483841 10259.000000 -426.628723 -95.681877 403.017822
751.692566 103.822319 -115.688416 8799.000000 -325.844727 -352.814514 -168.848770
397.949951 298.427643 -298.838684 6312.000000 -112.730400 45.203156 -419.989410
359.892731 191.220169 -122.541962 14561.000000 -457.275391 213.752136 60.194901
733.097473 173.697342 -229.552017 6585.000000 20.200928 356.330688 -236.907410
774.880249 139.660645 -282.704956 13351.000000 488.364746 -411.498657 276.015167
414.913727 96.244621 -61.836220 10579.000000 204.722382 133.601196 -212.540161
555.369934 162.891830 -117.092926 8890.000000 -113.491966 -41.572701 -202.702484
456.149384 42.483086 -45.480827 6890.000000 122.787224 407.658630 -189.773193
523.383545 63.745956 -249.299973 8529.000000 329.277100 170.155014 271.464294
479.409363 45.251663 -41.739735 10821.000000 -173.784973 -44.542309 351.613953
338.481476 91.859047 -105.663841 8633.000000 -489.540222 375.487244 -154.310410
744.756409 37.917778 -188.589432 7890.000000 205.991379 140.180496 94.238113
718.725525 56.105511 -247.595200 9160.000000 262.246887 294.806122 -217.820801
35.957691 128.021271 -86.735764 6748.000000 -197.349899 -67.059540 278.564209
518.728394 45.259472 -17.755409 8766.000000 482.876587 1.813711 125.392456
408.484467 21.952431 -10.244041 6499.000000 437.104553 -314.473633 226.067688
439.390320 140.860809 -20.479717 6665.000000 176.576843 -374.399689 124.416580
223.711136 346.959045 -111.089111 9945.000000 -38.063477 -132.571075 185.214417
399.998657 136.792038 -273.923004 7546.000000 128.220810 -195.150146 383.868286
320.769836 69.553711 -144.418365 11751.000000 230.372910 -392.990906 -388.267426
694.460938 159.934830 -1.699860 8430.000000 34.439888 -197.411316 206.267303
585.973572 102.466423 -80.218140 7751.000000 -178.900726 241.991821 -97.649948
514.362793 33.226509 -12.660469 8735.000000 -177.827606 376.193756 -182.344254
394.157257 180.748978 -134.073135 8577.000000 -16.985500 -283.451355 369.204132
282.149628 93.136490 -77.075363 7945.000000 48.170639 318.006134 -123.758133
635.283691 291.851776 -112.694931 8927.000000 -371.887268 128.015228 -123.744293
759.005615 401.297363 -39.773243 10408.000000 -429.534119 -174.685654 -336.407501
470.905670 104.070786 -84.435776 14202.000000 -248.343140 98.486626 406.600159
1163.883057 137.906204 -135.898102 8811.000000 -328.932587 -366.043701 -164.025970
