# v_cm v_tan, v_rad n_tot x_cm y_cm z_cm
355.738525 289.147430 -133.670578 363.124939 72840.812500 25124.736328 12352.972656
430.879852 175.373734 -31.258240 411.392273 28966.742188 72486.328125 137756.265625
83.381912 7.038607 -0.569000 388.912842 68263.171875 102327.187500 87220.203125
352.703552 20.767359 -69.057281 464.789398 53448.906250 19193.308594 138653.500000
120.927376 26.131821 -15.894623 363.608795 3304.204102 171113.203125 164699.343750
577.746887 99.059258 -55.919746 382.993774 192398.953125 112570.203125 31715.652344
350.400848 106.059380 -48.666702 331.582092 179114.000000 97707.515625 57531.394531
439.435730 19.841782 -30.688271 273.180817 4843.629883 74632.171875 150536.171875
402.405365 52.959610 -0.575706 316.191406 55323.191406 57777.488281 118369.765625
419.152710 20.706373 -10.101921 309.176270 24462.390625 84371.492188 113550.921875
281.862885 24.831207 -32.785255 353.697174 154552.359375 49860.496094 199278.468750
441.817719 78.565254 -50.364952 278.226837 197547.312500 159525.093750 201764.000000
558.063477 335.431488 -86.484924 265.554901 117527.601562 130945.203125 180620.984375
261.924713 150.484985 -125.041130 394.399719 178366.468750 154426.984375 48984.414062
281.559052 90.594315 -44.101929 336.787018 201928.625000 121183.898438 70086.742188
464.756653 18.663759 -15.725494 363.110413 167988.375000 96733.320312 136979.781250
282.508270 34.441811 -21.160698 296.649658 164121.031250 172971.140625 193019.328125
356.991150 37.442474 -4.457939 313.401611 199716.562500 203608.093750 200040.218750
754.530884 154.373810 -3.639259 396.431885 27759.992188 37703.648438 158869.562500
207.907074 64.286240 -70.683449 366.345398 39082.257812 165191.437500 166677.093750
347.328339 105.538567 -94.739517 358.223053 160601.250000 33730.589844 40948.859375
406.426270 15.907600 -4.285614 326.218506 73033.671875 160093.437500 109595.687500
483.472046 116.588196 -3.581230 407.781433 25740.347656 86308.062500 141271.562500
188.143890 121.772430 -7.460457 381.414124 68290.625000 121607.734375 84890.609375
264.036652 91.666100 -89.182755 292.769989 170047.500000 57534.765625 127986.796875
363.266083 36.859741 -30.078651 360.288483 165770.468750 62673.703125 186052.421875
744.378601 145.880814 -42.510643 317.695190 104833.578125 7224.203125 113636.062500
332.091797 53.483131 -87.109062 224.129150 56001.031250 170447.984375 101461.585938
306.397186 54.042881 -60.449570 308.455566 76940.742188 149820.609375 149446.562500
231.176147 28.068380 -54.743355 346.471375 71697.531250 190255.390625 168268.968750
348.098663 167.768341 -98.395790 339.992249 106789.468750 70424.453125 122590.718750
578.093323 149.485672 -42.380730 338.029022 79436.640625 72859.523438 46886.144531
143.593933 76.408485 -14.819138 318.033051 24354.855469 195789.734375 110514.101562
458.985077 31.646053 -158.883820 284.225220 46443.140625 97060.976562 40163.523438
569.981628 67.381744 -43.540222 295.699402 76362.968750 198461.531250 77368.039062
655.167542 33.363205 -23.370232 312.221771 150673.125000 112669.296875 176610.343750
664.146301 123.358490 -92.144241 278.269409 130091.773438 173243.140625 75960.328125
291.300720 99.544540 -38.226952 247.003845 149502.859375 50017.125000 120215.953125
238.507690 89.275772 -42.979958 328.094299 190359.031250 194328.937500 100558.507812
514.056274 352.969666 -23.763359 274.481934 162012.328125 104486.742188 198024.625000
280.393951 19.705795 -17.459641 271.830658 104115.562500 65069.316406 114037.078125
406.899780 123.425964 -209.463242 282.469452 62570.429688 93891.890625 101982.820312
580.864197 83.709167 -25.347687 322.771545 40057.164062 40256.429688 12871.027344
62.315861 89.817520 -0.821281 315.924988 58320.871094 145883.718750 103952.343750
502.740540 114.739243 -71.033096 295.489014 100968.578125 31135.003906 140872.843750
466.833801 65.920433 -41.584698 294.809753 54004.265625 5692.838867 74394.828125
198.060165 77.569229 -12.341835 277.568481 34903.734375 61304.390625 101020.515625
572.272461 42.838787 -24.932301 250.366333 109370.578125 195931.437500 122080.531250
579.424805 67.821777 -41.830627 310.655457 148610.703125 116821.710938 174844.500000
305.871185 88.987488 -77.544731 339.394867 39571.355469 6952.904785 202802.812500
379.491425 102.405495 -75.787758 335.426453 172890.281250 165122.937500 201074.656250
133.615219 126.829308 -39.710758 267.633545 133796.812500 152631.218750 130642.906250
390.039612 37.102634 -60.507347 264.108826 36497.210938 123802.109375 181844.937500
158.846054 109.140114 -7.212059 258.149780 122026.421875 123436.656250 58285.179688
170.041733 38.422146 -17.102539 261.709900 144479.453125 181311.531250 55707.429688
466.619720 56.457123 -26.178352 268.098663 82364.609375 124971.843750 183221.812500
303.954315 46.003799 -70.896385 228.883072 109507.437500 200360.781250 68141.554688
203.657471 35.354221 -5.124802 193.761917 120399.679688 3125.158691 200818.156250
766.220581 165.804901 -14.523392 281.189941 150172.140625 178778.296875 88805.929688
190.357254 23.884958 -21.161118 270.111633 203274.281250 128145.375000 96961.718750
88.955688 142.791031 -41.271683 212.285431 204195.093750 55510.851562 43883.386719
144.051666 59.411026 -3.545853 218.738892 194823.468750 92557.679688 59025.656250
122.032997 60.667671 -112.396637 224.831696 133864.531250 59594.906250 110828.507812
90.254417 49.593296 -64.583519 288.035736 202402.781250 102732.921875 84122.500000
307.916718 44.272747 -79.474976 230.295639 27695.765625 199525.406250 167643.125000
479.279755 146.700119 -142.220337 197.878860 137301.375000 172622.078125 71873.835938
260.094604 47.314236 -28.886749 202.988037 66441.078125 58714.113281 37967.988281
