# v_cm v_tan, v_rad n_tot x_cm y_cm z_cm
428.656281 140.158646 -89.129547 1828.000000 366.961182 -73.856003 342.045776
512.741028 196.687973 -59.090649 1809.000000 -390.674164 -302.468964 -472.059021
727.232422 192.954391 -141.813248 1751.000000 -131.215637 33.455372 -141.179642
266.041199 206.797791 -45.604530 1452.000000 97.249283 447.579468 300.383301
592.646667 96.087311 -91.213959 1061.000000 -318.988678 248.316360 -234.638992
473.120575 5.442168 -148.860489 1154.000000 -2.594776 -243.842163 443.153381
440.400024 77.212219 -4.653664 992.000000 -64.395737 403.684082 -415.033081
405.248535 118.370499 -17.960716 1724.000000 120.775497 137.877625 -407.627197
574.754578 143.362137 -129.157791 1739.000000 -433.235626 35.763771 -496.551147
594.217407 200.491608 -159.016235 1292.000000 -159.781708 346.310211 -56.916809
631.196533 312.216827 -61.129631 1724.000000 -248.404282 307.951416 -135.167664
279.203461 77.962479 -4.908882 2066.000000 361.816101 76.797440 -498.828857
244.699799 107.994179 -134.097046 1911.000000 56.360077 121.243988 393.890106
237.763336 212.510330 -132.154968 1823.000000 426.300049 -466.925171 257.819305
413.272797 52.944557 -44.199654 1097.000000 -109.372437 -335.682556 316.503906
495.346649 63.668991 -39.149673 1244.000000 223.656555 331.398621 448.838226
197.812668 98.130890 -181.477936 1467.000000 144.522095 -54.721458 -124.629868
519.634766 9.291293 -54.676273 1421.000000 -110.602905 394.006653 -366.228821
659.384888 43.269054 -33.979530 1647.000000 -190.387482 -469.682098 -262.219421
254.311279 112.582146 -99.396027 1491.000000 -488.628662 -304.347168 374.356628
302.879639 230.409225 -27.922611 1943.000000 44.471146 -273.391693 -344.990692
278.605499 243.823547 -39.101166 932.000000 484.367493 73.792648 -447.624878
492.301056 86.799881 -152.299332 1141.000000 463.520050 -211.089874 -132.547882
372.776184 232.916367 -49.855976 1542.000000 369.555542 -23.818445 14.157260
345.088837 96.889786 -58.536518 1315.000000 364.752258 147.042542 109.071487
498.114777 19.603540 -60.827072 1698.000000 -252.687317 -20.178549 63.817078
958.123779 96.694702 -131.635086 1211.000000 143.592163 344.561340 35.364655
366.588409 69.859444 -120.699341 1537.000000 -5.573104 89.151001 -345.807373
269.183624 81.394691 -67.978409 2587.000000 -59.283825 -29.110516 18.016832
811.908081 109.305138 -112.661865 1697.000000 -5.840221 86.235001 -451.013428
877.146301 241.639877 -67.835739 1191.000000 136.850677 117.944023 18.994270
388.288788 36.546551 -126.240196 1257.000000 395.719604 285.643433 -126.426468
459.436096 174.485229 -73.451424 1356.000000 435.095764 37.586411 102.790550
370.155701 26.177094 -103.877197 1352.000000 -420.327271 413.348694 427.160767
258.309967 19.309214 -37.844666 944.000000 82.710342 -46.225288 150.073990
460.734802 79.596306 -87.987022 1098.000000 387.314484 323.352692 -346.104675
445.222961 14.961147 -8.658882 2105.000000 -173.555603 453.659424 -354.334961
424.247253 123.666763 -236.351868 2072.000000 89.750427 -265.278992 -45.016762
466.502350 35.535305 -245.629318 1476.000000 -148.793427 288.235168 -351.292725
576.858582 87.930901 -95.826302 1386.000000 -380.563904 373.654022 168.871964
297.200806 55.931652 -57.086056 1368.000000 303.376526 434.393524 112.487625
441.585419 70.630974 -111.579453 1573.000000 297.025116 69.482803 -267.833069
738.696411 26.794100 -2.038048 1271.000000 -392.648743 467.845154 45.541107
354.058960 38.538601 -16.673859 1492.000000 49.580204 3.706975 382.727600
891.743103 62.214729 -11.057129 1337.000000 395.166931 21.217365 -35.456833
461.827087 26.676081 -75.441147 1410.000000 374.623047 395.718353 -195.217743
250.220871 182.816742 -82.274208 1670.000000 239.742828 -97.673477 -316.876770
609.448242 37.075882 -121.977264 2013.000000 -140.651932 -404.692627 -17.045338
766.032532 45.747353 -144.033966 1450.000000 -453.979309 -498.377136 -354.021790
507.613617 209.439697 -107.756676 2712.000000 273.727417 157.474426 -40.272678
774.526611 194.725403 -3.796753 933.000000 390.512024 133.814926 329.114899
497.490173 22.670389 -1.930187 1408.000000 192.774445 126.313568 369.605591
440.854797 62.585831 -55.201843 1838.000000 -180.368835 463.512634 -244.969376
114.905685 160.516159 -83.333145 1599.000000 -163.861023 -321.846863 151.037460
441.441406 105.421501 -115.862625 1625.000000 359.218262 65.157684 139.389465
487.353058 116.093155 -80.117584 2155.000000 317.741547 286.585968 -332.596985
467.815521 55.735531 -152.358093 1063.000000 388.710876 329.627197 197.479767
416.351532 67.397057 -193.151047 2207.000000 278.307831 174.338165 421.924072
848.724670 135.717712 -73.481049 1330.000000 233.797546 -286.322083 -342.112000
664.852173 90.959389 -31.848427 1905.000000 -235.046661 123.292068 -179.668793
383.032837 61.282040 -106.935829 1820.000000 -361.511932 235.829712 -438.007751
607.253784 87.860992 -36.933784 1959.000000 275.934509 17.888906 -119.731506
621.296753 104.513687 -84.712868 2375.000000 -306.858612 253.232101 354.550415
348.781891 51.740383 -26.978016 989.000000 -359.942810 90.409241 -108.221519
285.285889 58.943821 -56.473717 2248.000000 -226.607819 56.855556 -264.619751
435.106689 152.623520 -196.531830 1355.000000 -275.808533 -209.918945 -113.851112
154.803589 97.053909 -93.727448 1360.000000 -101.344986 -38.658371 251.346741
356.812744 74.169319 -50.800491 1160.000000 -405.643555 -371.036591 -156.485229
382.587219 68.922981 -118.039078 1110.000000 -389.725647 327.678528 -290.931671
